18        ; Number of general header lines after this line
v1.0      ; TOLNet standardized format version for profile data
15        ; Number of profiles in this file
14        ; Number of data columns for all profiles
ALT, m, Altitude above sea level (center of sampling bin)                 ; Column 1
O3ND, molec.m-3, Ozone number density (measured)                          ; Column 2
O3NDUncert, molec.m-3, Ozone number density combined standard uncertainty ; Column 3
O3NDResol, m, Ozone number density standardized vertical resolution ; Column 4
Precision, %, Measurement precision                                       ; Column 5
ChRange, #, Channel range (1.0 to N.0, nearest-field to farthest-field)   ; Column 6
O3MR, ppbv, Ozone mixing ratio (derived)                                  ; Column 7
O3MRUncert, ppbv, Ozone mixing ratio combined standard uncertainty        ; Column 8
Press, hPa, Air pressure used to derive ozone mixing ratio                ; Column 9
PressUncert, hPa, Air pressure standard uncertainty                       ; Column 10
Temp, K, Air temperature used to derive ozone mixing ratio                ; Column 11
TempUncert, K, air temperature ratio standard uncertainty                 ; Column 12
AirND, molec.m-3, air number density used to derive ozone mixing ratio    ; Column 13
AirNDUncert, molec.m-3, Air number density standard uncertainty           ; Column 14
-9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999 ; Missing data values
5                                                           ; Number of general comments lines
NASA LaRC Mobile Ozone Lidar                                ; INSTRUMENT NAME
REDACTED REDACTED, NASA LaRC, REDACTED@REDACTED.COM         ; PI AND CONTACT INFO
JPL-TTM                                                     ; SITE NAME
-117.68300, 34.38330, 2285.00                               ; SITE LONGITUDE, LATITUDE, ELEVATION (degE, degN, m) 
R0                                                          ; DATA REVISION # (if value >0 then provide text below)
#BEGIN PROFILE ;-------------------------------------------------------------------------------------------
13                                      ; Number of data header lines
667                                     ; NUMBER OF DATA LINES IN THIS PROFILE
2017-05-05, 19:37:29                    ; DATA PROCESSING DATE, TIME
LMOLparallel, O3 DIAL, 2016 Oct 17, (Contact G. Redacted Redacted.P.Redacted@Redacted.com); DATA PROCESSING VERSION
NOMINAL                                 ; RESULTS QUALITY (NOMINAL, FAIR, POOR)
2016-08-16, 19:31:50                    ; PROFILE DATE, TIME (UT) START
2016-08-16, 19:41:50                    ; PROFILE DATE, TIME (UT) END
2016-08-16, 19:36:50                    ; PROFILE DATE, TIME (UT) MEAN
Standard atmosphere monthly averaged number densities; SOURCE OF A PRIORI Press, Temp, AirND USED TO DERIVE OZONE MIXING RATIO
2017-05-05, 19:37:29                    ; SOURCE DATE, TIME (UT)
-117.68300, 34.38330, 2285.00           ; SOURCE LONGITUDE, LATITUDE, ELEVATION (degE, degN, m)
Please check the README file for additional comments and external data acknowledgement.; OPERATOR COMMENTS
Contact Operator for further detail on processing and data quality.; OPERATOR COMMENTS
ALT, O3ND, O3NDUncert, O3NDResol, Precision, ChRange, O3MR, O3MRUncert, Press, PressUncert, Temp, TempUncert, AirND, AirNDUncert ; Data variables short names for easy visual identification of data columns (separated by commas)
4887.5, 5.382e+17, 4.687e+16, 718.1, 1.15, 3.00, 35.94, 3.13, 5.708e+02, 2.854e+01, 2.758e+02, 1.379e+01, 1.497e+25, 7.487e+23,
4902.5, 5.352e+17, 4.677e+16, 732.9, 1.15, 3.00, 35.79, 3.13, 5.697e+02, 2.849e+01, 2.757e+02, 1.379e+01, 1.495e+25, 7.477e+23,
4917.5, 5.330e+17, 4.668e+16, 745.6, 1.15, 3.00, 35.70, 3.13, 5.687e+02, 2.843e+01, 2.756e+02, 1.378e+01, 1.493e+25, 7.466e+23,
4932.5, 5.297e+17, 4.658e+16, 754.1, 1.15, 3.00, 35.53, 3.13, 5.676e+02, 2.838e+01, 2.755e+02, 1.377e+01, 1.491e+25, 7.455e+23,
4947.5, 5.259e+17, 4.655e+16, 758.4, 1.15, 3.00, 35.32, 3.13, 5.666e+02, 2.833e+01, 2.754e+02, 1.377e+01, 1.489e+25, 7.444e+23,
4962.5, 5.208e+17, 4.660e+16, 758.4, 1.14, 3.00, 35.03, 3.14, 5.656e+02, 2.828e+01, 2.753e+02, 1.376e+01, 1.487e+25, 7.433e+23,
4977.5, 5.168e+17, 4.678e+16, 758.4, 1.14, 3.00, 34.81, 3.15, 5.645e+02, 2.823e+01, 2.751e+02, 1.376e+01, 1.485e+25, 7.423e+23,
4992.5, 5.124e+17, 4.702e+16, 756.3, 1.14, 3.00, 34.56, 3.17, 5.635e+02, 2.817e+01, 2.750e+02, 1.375e+01, 1.482e+25, 7.412e+23,
5007.5, 5.086e+17, 4.732e+16, 752.0, 1.15, 3.00, 34.36, 3.20, 5.624e+02, 2.812e+01, 2.749e+02, 1.375e+01, 1.480e+25, 7.401e+23,
5022.5, 5.060e+17, 4.770e+16, 747.7, 1.16, 3.00, 34.23, 3.23, 5.614e+02, 2.807e+01, 2.748e+02, 1.374e+01, 1.478e+25, 7.390e+23,
5037.5, 5.053e+17, 4.823e+16, 747.7, 1.15, 3.00, 34.24, 3.27, 5.603e+02, 2.802e+01, 2.747e+02, 1.374e+01, 1.476e+25, 7.380e+23,
5052.5, 5.039e+17, 4.873e+16, 743.5, 1.15, 3.00, 34.19, 3.31, 5.593e+02, 2.796e+01, 2.746e+02, 1.373e+01, 1.474e+25, 7.369e+23,
5067.5, 5.025e+17, 4.927e+16, 739.3, 1.16, 3.00, 34.15, 3.35, 5.583e+02, 2.791e+01, 2.745e+02, 1.372e+01, 1.472e+25, 7.358e+23,
5082.5, 5.016e+17, 4.987e+16, 737.1, 1.16, 3.00, 34.13, 3.39, 5.572e+02, 2.786e+01, 2.744e+02, 1.372e+01, 1.469e+25, 7.347e+23,
5097.5, 5.016e+17, 5.052e+16, 737.1, 1.15, 3.00, 34.19, 3.44, 5.562e+02, 2.781e+01, 2.743e+02, 1.371e+01, 1.467e+25, 7.336e+23,
5112.5, 5.009e+17, 5.117e+16, 737.1, 1.15, 3.00, 34.19, 3.49, 5.551e+02, 2.776e+01, 2.742e+02, 1.371e+01, 1.465e+25, 7.326e+23,
5127.5, 5.003e+17, 5.180e+16, 737.1, 1.15, 3.00, 34.19, 3.54, 5.541e+02, 2.770e+01, 2.740e+02, 1.370e+01, 1.463e+25, 7.315e+23,
5142.5, 4.991e+17, 5.242e+16, 737.1, 1.15, 3.00, 34.17, 3.59, 5.530e+02, 2.765e+01, 2.739e+02, 1.370e+01, 1.461e+25, 7.304e+23,
5157.5, 4.971e+17, 5.299e+16, 737.1, 1.15, 3.00, 34.08, 3.63, 5.520e+02, 2.760e+01, 2.738e+02, 1.369e+01, 1.459e+25, 7.293e+23,
5172.5, 4.966e+17, 5.356e+16, 737.1, 1.15, 3.00, 34.10, 3.68, 5.510e+02, 2.755e+01, 2.737e+02, 1.369e+01, 1.456e+25, 7.282e+23,
5187.5, 4.973e+17, 5.411e+16, 737.1, 1.15, 3.00, 34.19, 3.72, 5.499e+02, 2.750e+01, 2.736e+02, 1.368e+01, 1.454e+25, 7.272e+23,
5202.5, 4.976e+17, 5.462e+16, 737.1, 1.15, 3.00, 34.27, 3.76, 5.489e+02, 2.744e+01, 2.735e+02, 1.367e+01, 1.452e+25, 7.261e+23,
5217.5, 4.970e+17, 5.508e+16, 737.1, 1.16, 3.00, 34.28, 3.80, 5.478e+02, 2.739e+01, 2.734e+02, 1.367e+01, 1.450e+25, 7.250e+23,
5232.5, 4.966e+17, 5.549e+16, 737.1, 1.16, 3.00, 34.30, 3.83, 5.468e+02, 2.734e+01, 2.733e+02, 1.366e+01, 1.448e+25, 7.239e+23,
5247.5, 4.972e+17, 5.583e+16, 739.3, 1.16, 3.00, 34.39, 3.86, 5.457e+02, 2.729e+01, 2.732e+02, 1.366e+01, 1.446e+25, 7.229e+23,
5262.5, 4.994e+17, 5.607e+16, 743.5, 1.15, 3.00, 34.59, 3.88, 5.447e+02, 2.724e+01, 2.731e+02, 1.365e+01, 1.444e+25, 7.218e+23,
5277.5, 5.008e+17, 5.624e+16, 747.7, 1.15, 3.00, 34.74, 3.90, 5.437e+02, 2.718e+01, 2.729e+02, 1.365e+01, 1.441e+25, 7.207e+23,
5292.5, 5.005e+17, 5.638e+16, 749.9, 1.15, 4.00, 34.78, 3.92, 5.426e+02, 2.713e+01, 2.728e+02, 1.364e+01, 1.439e+25, 7.196e+23,
5307.5, 4.974e+17, 5.636e+16, 754.1, 1.16, 4.00, 34.61, 3.92, 5.416e+02, 2.708e+01, 2.727e+02, 1.364e+01, 1.437e+25, 7.185e+23,
5322.5, 4.938e+17, 5.612e+16, 762.6, 1.16, 4.00, 34.41, 3.91, 5.405e+02, 2.703e+01, 2.726e+02, 1.363e+01, 1.435e+25, 7.175e+23,
5337.5, 4.917e+17, 5.593e+16, 769.0, 1.16, 4.00, 34.31, 3.90, 5.395e+02, 2.697e+01, 2.725e+02, 1.363e+01, 1.433e+25, 7.164e+23,
5352.5, 4.903e+17, 5.569e+16, 775.3, 1.16, 4.00, 34.27, 3.89, 5.384e+02, 2.692e+01, 2.724e+02, 1.362e+01, 1.431e+25, 7.153e+23,
5367.5, 4.895e+17, 5.535e+16, 783.8, 1.15, 4.00, 34.27, 3.87, 5.374e+02, 2.687e+01, 2.723e+02, 1.361e+01, 1.428e+25, 7.142e+23,
5382.5, 4.888e+17, 5.510e+16, 788.1, 1.16, 4.00, 34.27, 3.86, 5.364e+02, 2.682e+01, 2.722e+02, 1.361e+01, 1.426e+25, 7.132e+23,
5397.5, 4.883e+17, 5.475e+16, 794.4, 1.16, 4.00, 34.29, 3.85, 5.353e+02, 2.677e+01, 2.721e+02, 1.360e+01, 1.424e+25, 7.121e+23,
5412.5, 4.888e+17, 5.439e+16, 800.8, 1.16, 4.00, 34.37, 3.83, 5.343e+02, 2.671e+01, 2.720e+02, 1.360e+01, 1.422e+25, 7.110e+23,
5427.5, 4.900e+17, 5.400e+16, 807.2, 1.16, 4.00, 34.51, 3.80, 5.332e+02, 2.666e+01, 2.718e+02, 1.359e+01, 1.420e+25, 7.099e+23,
5442.5, 4.914e+17, 5.359e+16, 813.5, 1.15, 4.00, 34.67, 3.78, 5.322e+02, 2.661e+01, 2.718e+02, 1.359e+01, 1.417e+25, 7.087e+23,
5457.5, 4.914e+17, 5.315e+16, 819.9, 1.15, 4.00, 34.72, 3.76, 5.312e+02, 2.656e+01, 2.717e+02, 1.358e+01, 1.415e+25, 7.077e+23,
5472.5, 4.905e+17, 5.262e+16, 828.4, 1.15, 4.00, 34.71, 3.72, 5.303e+02, 2.651e+01, 2.716e+02, 1.358e+01, 1.413e+25, 7.066e+23,
5487.5, 4.898e+17, 5.214e+16, 834.8, 1.15, 4.00, 34.71, 3.70, 5.293e+02, 2.647e+01, 2.715e+02, 1.357e+01, 1.411e+25, 7.056e+23,
5502.5, 4.894e+17, 5.167e+16, 841.1, 1.16, 4.00, 34.73, 3.67, 5.284e+02, 2.642e+01, 2.714e+02, 1.357e+01, 1.409e+25, 7.046e+23,
5517.5, 4.890e+17, 5.113e+16, 849.6, 1.15, 4.00, 34.75, 3.63, 5.274e+02, 2.637e+01, 2.713e+02, 1.356e+01, 1.407e+25, 7.035e+23,
5532.5, 4.891e+17, 5.065e+16, 855.9, 1.15, 4.00, 34.81, 3.61, 5.265e+02, 2.632e+01, 2.712e+02, 1.356e+01, 1.405e+25, 7.025e+23,
5547.5, 4.899e+17, 5.023e+16, 860.2, 1.16, 4.00, 34.92, 3.58, 5.255e+02, 2.628e+01, 2.711e+02, 1.355e+01, 1.403e+25, 7.015e+23,
5562.5, 4.903e+17, 4.972e+16, 868.7, 1.15, 4.00, 35.00, 3.55, 5.246e+02, 2.623e+01, 2.710e+02, 1.355e+01, 1.401e+25, 7.004e+23,
5577.5, 4.911e+17, 4.926e+16, 875.0, 1.15, 4.00, 35.11, 3.52, 5.236e+02, 2.618e+01, 2.709e+02, 1.354e+01, 1.399e+25, 6.994e+23,
5592.5, 4.922e+17, 4.881e+16, 881.4, 1.15, 4.00, 35.24, 3.50, 5.227e+02, 2.613e+01, 2.708e+02, 1.354e+01, 1.397e+25, 6.984e+23,
5607.5, 4.941e+17, 4.841e+16, 885.6, 1.15, 4.00, 35.42, 3.47, 5.217e+02, 2.609e+01, 2.707e+02, 1.353e+01, 1.395e+25, 6.973e+23,
5622.5, 4.964e+17, 4.803e+16, 889.9, 1.15, 4.00, 35.64, 3.45, 5.208e+02, 2.604e+01, 2.706e+02, 1.353e+01, 1.393e+25, 6.963e+23,
5637.5, 4.990e+17, 4.765e+16, 894.1, 1.15, 4.00, 35.88, 3.43, 5.198e+02, 2.599e+01, 2.705e+02, 1.352e+01, 1.391e+25, 6.953e+23,
5652.5, 5.005e+17, 4.727e+16, 898.4, 1.15, 4.00, 36.05, 3.41, 5.189e+02, 2.594e+01, 2.704e+02, 1.352e+01, 1.388e+25, 6.942e+23,
5667.5, 5.008e+17, 4.688e+16, 902.6, 1.15, 4.00, 36.13, 3.38, 5.179e+02, 2.590e+01, 2.703e+02, 1.352e+01, 1.386e+25, 6.932e+23,
5682.5, 5.004e+17, 4.646e+16, 911.1, 1.15, 4.00, 36.15, 3.36, 5.170e+02, 2.585e+01, 2.702e+02, 1.351e+01, 1.384e+25, 6.922e+23,
5697.5, 5.016e+17, 4.611e+16, 915.3, 1.15, 4.00, 36.29, 3.34, 5.160e+02, 2.580e+01, 2.701e+02, 1.351e+01, 1.382e+25, 6.911e+23,
5712.5, 5.024e+17, 4.576e+16, 921.7, 1.15, 4.00, 36.40, 3.32, 5.151e+02, 2.575e+01, 2.700e+02, 1.350e+01, 1.380e+25, 6.901e+23,
5727.5, 5.032e+17, 4.544e+16, 925.9, 1.15, 4.00, 36.51, 3.30, 5.141e+02, 2.571e+01, 2.699e+02, 1.350e+01, 1.378e+25, 6.891e+23,
5742.5, 5.035e+17, 4.512e+16, 932.3, 1.15, 4.00, 36.59, 3.28, 5.132e+02, 2.566e+01, 2.698e+02, 1.349e+01, 1.376e+25, 6.880e+23,
5757.5, 5.034e+17, 4.481e+16, 938.7, 1.15, 4.00, 36.63, 3.26, 5.122e+02, 2.561e+01, 2.697e+02, 1.349e+01, 1.374e+25, 6.870e+23,
5772.5, 5.011e+17, 4.448e+16, 947.2, 1.15, 4.00, 36.52, 3.24, 5.113e+02, 2.556e+01, 2.696e+02, 1.348e+01, 1.372e+25, 6.860e+23,
5787.5, 4.986e+17, 4.417e+16, 955.6, 1.15, 4.00, 36.39, 3.23, 5.103e+02, 2.552e+01, 2.695e+02, 1.348e+01, 1.370e+25, 6.849e+23,
5802.5, 4.977e+17, 4.391e+16, 964.1, 1.15, 4.00, 36.39, 3.21, 5.094e+02, 2.547e+01, 2.694e+02, 1.347e+01, 1.368e+25, 6.839e+23,
5817.5, 4.985e+17, 4.371e+16, 968.4, 1.15, 4.00, 36.50, 3.20, 5.084e+02, 2.542e+01, 2.693e+02, 1.347e+01, 1.366e+25, 6.829e+23,
5832.5, 4.998e+17, 4.353e+16, 970.5, 1.15, 4.00, 36.65, 3.19, 5.075e+02, 2.537e+01, 2.692e+02, 1.346e+01, 1.364e+25, 6.818e+23,
5847.5, 4.999e+17, 4.335e+16, 974.7, 1.15, 4.00, 36.71, 3.18, 5.065e+02, 2.533e+01, 2.691e+02, 1.346e+01, 1.362e+25, 6.808e+23,
5862.5, 4.978e+17, 4.316e+16, 983.2, 1.15, 4.00, 36.62, 3.18, 5.056e+02, 2.528e+01, 2.690e+02, 1.345e+01, 1.360e+25, 6.798e+23,
5877.5, 4.951e+17, 4.297e+16, 993.8, 1.15, 4.00, 36.47, 3.17, 5.046e+02, 2.523e+01, 2.689e+02, 1.345e+01, 1.357e+25, 6.787e+23,
5892.5, 4.940e+17, 4.283e+16, 1000.2, 1.15, 4.00, 36.44, 3.16, 5.037e+02, 2.518e+01, 2.688e+02, 1.344e+01, 1.355e+25, 6.777e+23,
5907.5, 4.938e+17, 4.272e+16, 1006.6, 1.15, 4.00, 36.50, 3.16, 5.027e+02, 2.514e+01, 2.687e+02, 1.344e+01, 1.353e+25, 6.767e+23,
5922.5, 4.931e+17, 4.262e+16, 1012.9, 1.15, 4.00, 36.51, 3.16, 5.009e+02, 2.505e+01, 2.685e+02, 1.343e+01, 1.350e+25, 6.752e+23,
5937.5, 4.923e+17, 4.254e+16, 1019.3, 1.15, 4.00, 36.51, 3.16, 5.000e+02, 2.500e+01, 2.684e+02, 1.342e+01, 1.348e+25, 6.742e+23,
5952.5, 4.920e+17, 4.249e+16, 1027.8, 1.15, 4.00, 36.54, 3.16, 4.991e+02, 2.496e+01, 2.683e+02, 1.342e+01, 1.346e+25, 6.732e+23,
5967.5, 4.921e+17, 4.246e+16, 1032.0, 1.15, 4.00, 36.60, 3.16, 4.982e+02, 2.491e+01, 2.682e+02, 1.341e+01, 1.345e+25, 6.723e+23,
5982.5, 4.907e+17, 4.243e+16, 1038.4, 1.15, 4.00, 36.55, 3.16, 4.973e+02, 2.487e+01, 2.681e+02, 1.340e+01, 1.343e+25, 6.713e+23,
5997.5, 4.892e+17, 4.241e+16, 1044.7, 1.15, 4.00, 36.49, 3.16, 4.964e+02, 2.482e+01, 2.680e+02, 1.340e+01, 1.341e+25, 6.703e+23,
6012.5, 4.894e+17, 4.243e+16, 1051.1, 1.15, 4.00, 36.56, 3.17, 4.955e+02, 2.478e+01, 2.679e+02, 1.339e+01, 1.339e+25, 6.693e+23,
6027.5, 4.896e+17, 4.247e+16, 1057.5, 1.15, 4.00, 36.63, 3.18, 4.946e+02, 2.473e+01, 2.678e+02, 1.339e+01, 1.337e+25, 6.683e+23,
6042.5, 4.884e+17, 4.251e+16, 1061.7, 1.15, 4.00, 36.59, 3.19, 4.937e+02, 2.469e+01, 2.677e+02, 1.338e+01, 1.335e+25, 6.673e+23,
6057.5, 4.870e+17, 4.254e+16, 1070.2, 1.15, 4.00, 36.55, 3.19, 4.928e+02, 2.464e+01, 2.676e+02, 1.338e+01, 1.333e+25, 6.664e+23,
6072.5, 4.860e+17, 4.260e+16, 1074.4, 1.15, 4.00, 36.52, 3.20, 4.919e+02, 2.460e+01, 2.675e+02, 1.337e+01, 1.331e+25, 6.654e+23,
6087.5, 4.838e+17, 4.264e+16, 1082.9, 1.15, 4.00, 36.41, 3.21, 4.910e+02, 2.455e+01, 2.674e+02, 1.337e+01, 1.329e+25, 6.644e+23,
6102.5, 4.811e+17, 4.267e+16, 1091.4, 1.15, 4.00, 36.26, 3.22, 4.901e+02, 2.450e+01, 2.673e+02, 1.336e+01, 1.327e+25, 6.634e+23,
6117.5, 4.788e+17, 4.270e+16, 1102.0, 1.15, 4.00, 36.14, 3.22, 4.892e+02, 2.446e+01, 2.672e+02, 1.336e+01, 1.325e+25, 6.624e+23,
6132.5, 4.772e+17, 4.281e+16, 1106.3, 1.16, 4.00, 36.07, 3.24, 4.883e+02, 2.441e+01, 2.671e+02, 1.335e+01, 1.323e+25, 6.614e+23,
6147.5, 4.769e+17, 4.292e+16, 1112.6, 1.15, 4.00, 36.11, 3.25, 4.874e+02, 2.437e+01, 2.670e+02, 1.335e+01, 1.321e+25, 6.605e+23,
6162.5, 4.763e+17, 4.306e+16, 1116.9, 1.16, 4.00, 36.12, 3.27, 4.865e+02, 2.432e+01, 2.669e+02, 1.334e+01, 1.319e+25, 6.595e+23,
6177.5, 4.751e+17, 4.318e+16, 1123.2, 1.16, 4.00, 36.08, 3.28, 4.856e+02, 2.428e+01, 2.668e+02, 1.334e+01, 1.317e+25, 6.585e+23,
6192.5, 4.739e+17, 4.330e+16, 1129.6, 1.16, 4.00, 36.04, 3.29, 4.847e+02, 2.423e+01, 2.666e+02, 1.333e+01, 1.315e+25, 6.575e+23,
6207.5, 4.718e+17, 4.339e+16, 1138.1, 1.16, 4.00, 35.94, 3.31, 4.838e+02, 2.419e+01, 2.665e+02, 1.333e+01, 1.313e+25, 6.565e+23,
6222.5, 4.696e+17, 4.348e+16, 1146.6, 1.16, 4.00, 35.82, 3.32, 4.829e+02, 2.414e+01, 2.664e+02, 1.332e+01, 1.311e+25, 6.555e+23,
6237.5, 4.679e+17, 4.357e+16, 1155.1, 1.16, 4.00, 35.74, 3.33, 4.820e+02, 2.410e+01, 2.663e+02, 1.332e+01, 1.309e+25, 6.546e+23,
6252.5, 4.675e+17, 4.376e+16, 1159.3, 1.16, 4.00, 35.77, 3.35, 4.811e+02, 2.405e+01, 2.662e+02, 1.331e+01, 1.307e+25, 6.536e+23,
6267.5, 4.686e+17, 4.402e+16, 1161.4, 1.15, 4.00, 35.90, 3.37, 4.802e+02, 2.401e+01, 2.661e+02, 1.331e+01, 1.305e+25, 6.526e+23,
6282.5, 4.693e+17, 4.428e+16, 1163.5, 1.15, 4.00, 36.01, 3.40, 4.793e+02, 2.396e+01, 2.660e+02, 1.330e+01, 1.303e+25, 6.516e+23,
6297.5, 4.696e+17, 4.437e+16, 1167.8, 1.15, 4.00, 36.09, 3.41, 4.784e+02, 2.392e+01, 2.659e+02, 1.330e+01, 1.301e+25, 6.506e+23,
6312.5, 4.685e+17, 4.429e+16, 1178.4, 1.15, 4.00, 36.06, 3.41, 4.775e+02, 2.387e+01, 2.658e+02, 1.329e+01, 1.299e+25, 6.496e+23,
6327.5, 4.686e+17, 4.419e+16, 1186.9, 1.15, 4.00, 36.12, 3.41, 4.766e+02, 2.383e+01, 2.657e+02, 1.329e+01, 1.297e+25, 6.487e+23,
6342.5, 4.696e+17, 4.410e+16, 1197.5, 1.15, 4.00, 36.25, 3.41, 4.757e+02, 2.378e+01, 2.656e+02, 1.328e+01, 1.295e+25, 6.477e+23,
6357.5, 4.709e+17, 4.402e+16, 1203.8, 1.15, 4.00, 36.41, 3.40, 4.748e+02, 2.374e+01, 2.655e+02, 1.328e+01, 1.293e+25, 6.467e+23,
6372.5, 4.713e+17, 4.392e+16, 1212.3, 1.15, 4.00, 36.50, 3.40, 4.739e+02, 2.369e+01, 2.654e+02, 1.327e+01, 1.291e+25, 6.457e+23,
6387.5, 4.709e+17, 4.382e+16, 1220.8, 1.15, 4.00, 36.52, 3.40, 4.730e+02, 2.365e+01, 2.653e+02, 1.326e+01, 1.289e+25, 6.447e+23,
6402.5, 4.699e+17, 4.371e+16, 1231.4, 1.15, 4.00, 36.50, 3.40, 4.721e+02, 2.360e+01, 2.652e+02, 1.326e+01, 1.287e+25, 6.437e+23,
6417.5, 4.689e+17, 4.360e+16, 1242.0, 1.15, 4.00, 36.48, 3.39, 4.712e+02, 2.356e+01, 2.651e+02, 1.325e+01, 1.286e+25, 6.428e+23,
6432.5, 4.665e+17, 4.347e+16, 1256.9, 1.15, 4.00, 36.35, 3.39, 4.703e+02, 2.351e+01, 2.650e+02, 1.325e+01, 1.284e+25, 6.418e+23,
6447.5, 4.632e+17, 4.333e+16, 1271.7, 1.16, 4.00, 36.15, 3.38, 4.694e+02, 2.347e+01, 2.649e+02, 1.324e+01, 1.282e+25, 6.408e+23,
6462.5, 4.601e+17, 4.320e+16, 1286.6, 1.16, 4.00, 35.96, 3.38, 4.685e+02, 2.342e+01, 2.648e+02, 1.324e+01, 1.280e+25, 6.398e+23,
6477.5, 4.569e+17, 4.306e+16, 1303.5, 1.16, 4.00, 35.76, 3.37, 4.676e+02, 2.338e+01, 2.647e+02, 1.323e+01, 1.278e+25, 6.388e+23,
6492.5, 4.541e+17, 4.294e+16, 1320.5, 1.16, 4.00, 35.60, 3.37, 4.667e+02, 2.333e+01, 2.646e+02, 1.323e+01, 1.276e+25, 6.378e+23,
6507.5, 4.515e+17, 4.281e+16, 1337.5, 1.16, 4.00, 35.45, 3.36, 4.658e+02, 2.329e+01, 2.645e+02, 1.322e+01, 1.274e+25, 6.368e+23,
6522.5, 4.489e+17, 4.269e+16, 1354.5, 1.16, 4.00, 35.30, 3.36, 4.649e+02, 2.324e+01, 2.644e+02, 1.322e+01, 1.272e+25, 6.359e+23,
6537.5, 4.479e+17, 4.260e+16, 1367.2, 1.16, 4.00, 35.27, 3.36, 4.640e+02, 2.320e+01, 2.643e+02, 1.321e+01, 1.270e+25, 6.349e+23,
6552.5, 4.468e+17, 4.250e+16, 1379.9, 1.16, 4.00, 35.24, 3.35, 4.631e+02, 2.315e+01, 2.642e+02, 1.321e+01, 1.268e+25, 6.339e+23,
6567.5, 4.443e+17, 4.239e+16, 1394.8, 1.16, 4.00, 35.10, 3.35, 4.622e+02, 2.311e+01, 2.641e+02, 1.320e+01, 1.266e+25, 6.329e+23,
6582.5, 4.405e+17, 4.226e+16, 1416.0, 1.16, 4.00, 34.86, 3.34, 4.613e+02, 2.306e+01, 2.640e+02, 1.320e+01, 1.264e+25, 6.319e+23,
6597.5, 4.367e+17, 4.213e+16, 1437.2, 1.16, 4.00, 34.60, 3.34, 4.604e+02, 2.302e+01, 2.638e+02, 1.319e+01, 1.262e+25, 6.309e+23,
6612.5, 4.334e+17, 4.200e+16, 1458.4, 1.16, 4.00, 34.40, 3.33, 4.595e+02, 2.297e+01, 2.637e+02, 1.319e+01, 1.260e+25, 6.300e+23,
6627.5, 4.303e+17, 4.187e+16, 1479.6, 1.16, 4.00, 34.20, 3.33, 4.586e+02, 2.293e+01, 2.636e+02, 1.318e+01, 1.258e+25, 6.290e+23,
6642.5, 4.277e+17, 4.174e+16, 1496.6, 1.16, 4.00, 34.05, 3.32, 4.577e+02, 2.288e+01, 2.635e+02, 1.318e+01, 1.256e+25, 6.280e+23,
6657.5, 4.257e+17, 4.163e+16, 1513.6, 1.17, 4.00, 33.95, 3.32, 4.568e+02, 2.284e+01, 2.634e+02, 1.317e+01, 1.254e+25, 6.270e+23,
6672.5, 4.241e+17, 4.151e+16, 1530.5, 1.17, 4.00, 33.87, 3.32, 4.559e+02, 2.279e+01, 2.633e+02, 1.317e+01, 1.252e+25, 6.260e+23,
6687.5, 4.236e+17, 4.141e+16, 1547.5, 1.17, 4.00, 33.88, 3.31, 4.550e+02, 2.275e+01, 2.632e+02, 1.316e+01, 1.250e+25, 6.250e+23,
6702.5, 4.235e+17, 4.132e+16, 1560.2, 1.17, 4.00, 33.93, 3.31, 4.541e+02, 2.270e+01, 2.631e+02, 1.316e+01, 1.248e+25, 6.241e+23,
6717.5, 4.235e+17, 4.123e+16, 1577.2, 1.16, 4.00, 33.99, 3.31, 4.532e+02, 2.266e+01, 2.630e+02, 1.315e+01, 1.246e+25, 6.231e+23,
6732.5, 4.231e+17, 4.113e+16, 1592.0, 1.17, 4.00, 34.00, 3.31, 4.523e+02, 2.261e+01, 2.629e+02, 1.315e+01, 1.244e+25, 6.221e+23,
6747.5, 4.203e+17, 4.100e+16, 1613.3, 1.17, 4.00, 33.84, 3.30, 4.514e+02, 2.257e+01, 2.628e+02, 1.314e+01, 1.242e+25, 6.211e+23,
6762.5, 4.177e+17, 4.086e+16, 1636.6, 1.17, 4.00, 33.68, 3.30, 4.505e+02, 2.252e+01, 2.627e+02, 1.314e+01, 1.240e+25, 6.201e+23,
6777.5, 4.157e+17, 4.073e+16, 1659.9, 1.17, 4.00, 33.57, 3.29, 4.496e+02, 2.248e+01, 2.626e+02, 1.313e+01, 1.238e+25, 6.191e+23,
6792.5, 4.136e+17, 4.061e+16, 1681.1, 1.17, 4.00, 33.46, 3.29, 4.487e+02, 2.243e+01, 2.625e+02, 1.313e+01, 1.236e+25, 6.182e+23,
6807.5, 4.120e+17, 4.049e+16, 1702.4, 1.17, 4.00, 33.38, 3.28, 4.478e+02, 2.239e+01, 2.624e+02, 1.312e+01, 1.234e+25, 6.172e+23,
6822.5, 4.117e+17, 4.040e+16, 1721.5, 1.17, 4.00, 33.40, 3.28, 4.469e+02, 2.234e+01, 2.623e+02, 1.311e+01, 1.232e+25, 6.162e+23,
6837.5, 4.121e+17, 4.032e+16, 1738.4, 1.17, 4.00, 33.49, 3.28, 4.460e+02, 2.230e+01, 2.622e+02, 1.311e+01, 1.230e+25, 6.152e+23,
